Job Title,Job Description
Nhân Viên Kinh Doanh Tổ Chức Sự Kiện,"Mô tả công việc
- Tìm kiếm khách hàng có nhu cầu tổ chức Hội nghị, Hội thảo, sự kiện trong nhà - ngoài trời như: Hội nghị khách hàng, Lễ giới thiệu sản phẩm mới, Hội thảo Quốc Tế, Tiệc tất niên.......
- Phối hợp tư vấn, hỗ trợ các khách hàng có nhu cầu tổ chức sự kiện, xúc tiến thương mại, quảng cáo, khai trương, hội nghị khách hàng, festival, các chương trình văn hoá, nghệ thuật...
- Đàm phán, ký kết hợp đồng với khách hàng có nhu cầu tổ chức sự kiện;
- Chịu trách nhiệm xử lý những phát sinh bên ngoài hợp đồng từ phía khách hàng được giao phụ trách;
- Phối hợp với phòng PR, Marketing... để thực hiện các chương trình truyền thông đồng bộ, trong đó sự kiện là một phần của chương trình.
Yêu cầu ứng viên
- Nam/ nữ tuổi từ 20 trở lên
- Có laptop cá nhân
- Có kinh nghiệm kinh doanh, chăm sóc khách hàng tại các công ty, Hội nghị, sự kiện quảng cáo , truyền thông...là một lợi thế
- Tốt nghiệp các ngành Kinh doanh, marketing, truyền thông, thương mại, ....
- Đam mê và có tố chất kinh doanh, đặc biệt là kinh doanh Event
Quyền lợi
- Lương cứng + % Doanh số cao (Hoa hồng) (Tổng thu nhập từ 8-20tr trở lên)
- Hỗ trợ về đầu mối khách hàng có nhu cầu tổ chức sự kiện
- Hỗ trợ ăn trưa và chi phí điện thoại
- Thời gian làm việc từ thứ 2 đến sáng thứ 7 hàng tuần ( 08h30-17h30, nghỉ trưa 12h-13h30)
- Môi trường làm việc chuyên nghiệp, ổn định, năng động, có nhiều cơ hội thăng tiến.
- Tham gia BHXH, BHYT, BHTN và hưởng các chế độ phúc lợi xã hội
- Du lịch nghỉ mát hàng năm
- Khả năng thăng tiến cao theo năng lực
- Môi trường làm việc năng động, thân thiện, chuyên nghiệp
Địa điểm làm việc
- Hà Nội: Xóm 2, xã Hải Bối, Đông Anh
Cách thức ứng tuyển
Ứng viên nộp hồ sơ trực tuyến bằng cách bấm Ứng tuyển ngay dưới đây."
Kế Toán Tổng Hợp,"Mô tả công việc
Tổng hợp lên Báo cáo Thuế, Tài chính hàng tháng, quý, năm.
Hạch toán các hóa đơn, chứng từ thu chi.
Đảm bảo được hồ sơ Chấm công CNV, tính lương tổ đội.
Tiếp nhận các thông tin cần xử lý về tất cả các vấn đề Thuế.
Yêu cầu ứng viên
Giới tính: Nữ
Học vấn: tốt nghiệp Cao đẳng trở lên thuộc ngành kế toán, kiểm toán, tài chính.
Kinh nghiệm: trên 2 năm, ưu tiên lĩnh vực cơ khí- xây dựng.
Kỹ năng: Thông thạo Microsoft Office (Excel, Word), Phần mềm MISA
Quyền lợi
Được hưởng đầy đủ các chế độ BHXH theo luật lao động.
Được trợ cấp cơm trưa.
Mức lương: từ 14 triệu - 18 triệu.
Được thưởng các dịp lễ, tết ...
Địa điểm làm việc
- Bình Dương: Khu CN Bình Chiểu, Dĩ An
Thời gian làm việc
Thứ 2 - Thứ 7 (từ 07:30 đến 17:00)
Sáng 07h30 đến 11h45; Chiều 13h15 đến 17h00
Cách thức ứng tuyển
Ứng viên nộp hồ sơ trực tuyến bằng cách bấm Ứng tuyển ngay dưới đây."
Nhân Viên Marketing (Chuyên Edit Video),"Mô tả công việc
– Tham gia lên ý tưởng, nội dung & thực hiện các dự án truyền thông bằng video cho các thương hiệu WISE GROUP.
– Tham gia quay dựng, biên tập các video nội bộ, video trending, video viral, video quảng cáo cho sản phẩm.
– Hỗ trợ lên ý tưởng & set up bối cảnh cho các video.
– Phối hợp team thực hiện, biên tập các sản phẩm Marketing.
– Thực hiện các công việc theo chỉ đạo từ cấp trên
Xin lưu ý rằng công ty sẽ không trả lại hồ sơ đã nộp. Vui lòng chỉ gửi bản sao hồ sơ của bạn.
Yêu cầu ứng viên
VỀ PHẨM CHẤT, chúng tôi đang tìm kiếm các bạn có những phẩm chất sau:
+ Tin tưởng vào định hướng, tư duy chiến lược của Trung tâm.
+ Có tư duy hệ thống, tác phong làm việc chuyên nghiệp.
+ Tận tâm với công việc.
+ Chủ động trong công việc, nhận trách nhiệm trong công việc.
+ Yêu thương, hỗ trợ đồng đội.
+ Suy nghĩ tích cực, ham học hỏi và khao khát phát triển bản thân.
+ Trung thực
VỀ KỸ NĂNG, chúng tôi đang tìm kiếm các bạn có những yếu tố sau:
– Có kinh nghiệm edit videos và phát triển kênh youtube tối thiểu 06 tháng.
– Hiểu rõ việc phát triển các nền tảng short video như Youtube, Reels, Tiktok.
– Sử dụng thành thạo các phần mềm chuyên dụng để dựng video.
– Có tư duy cảm quan về hình ảnh, âm thanh tốt, tư duy sáng tạo và logic
– Sẵn sàng cập nhập chính sách, kiến thức mới
– Nếu có các kỹ năng digital marketing khác là một lợi thế: facebook ads, google ads, dựng website, SEO, viết content, email marketing, phễu khách hàng, lập kế hoạch marketing…
Quyền lợi
+ Lương: Lương cứng từ 6 – 12 triệu + Thưởng thu nhập lên đến 20 triệu đồng
+ Thưởng tháng, quý, năm
+ Thưởng lương tháng 13, thưởng lễ tết
+ Nâng lương trước thời hạn nếu làm tốt
+ Cơ hội thăng tiến lên các vị trí Trưởng phòng, Giám đốc chi nhánh
+ Được học tập và phát triển bản thân không ngừng. Đào tạo tại chỗ hoặc cử đi đào tạo. Được đi đào tạo mà vẫn hưởng lương. Về làm tốt còn được tăng lương, thăng chức.
+ Được đóng BHXH, BHYT theo quy định.
+ Được cảm nhận văn hóa “WISE là một gia đình”, nơi mọi người hỗ trợ lẫn nhau, cùng phát triển, cởi mở, sáng tạo, tôn trọng giá trị cá nhân.
+ Được lắng nghe và trân trọng những cống hiến của bản thân.
Địa điểm làm việc
- Đà Nẵng: Đường số 5, Hoà Quý, Ngũ Hành Sơn, Ngũ Hành Sơn
Thời gian làm việc
Thứ 2 - Thứ 6 (từ 08:00 đến 17:30)
Thứ 7 (từ 08:00 đến 12:00)
Cách thức ứng tuyển
Ứng viên nộp hồ sơ trực tuyến bằng cách bấm Ứng tuyển ngay dưới đây."
Quản Lý Xưởng Sản Xuất Nội Thất,"Mô tả công việc
Tham gia vào phát triển các dự án với vai trò developer từ giai đoạn Basic Design, Detail Design, Development, Release.
Tham gia các dự án sử dụng ngôn ngữ lập trình COBOL và các công nghệ liên quan cho các khách hàng đến từ Nhật Bản.
Phân tích thiết kế và lập trình chức năng của các hệ thống nghiệp vụ hoặc web app.
Làm các công việc khác theo sự phân công của quản lý( Research new Technologies, Support team...)
Yêu cầu ứng viên
Tốt nghiệp đại học chuyên ngành IT
Có kinh nghiệm ngôn ngữ COBOL ít nhất 3 năm kinh nghiệm dự án thực tế trở lên.
Nắm vững các công việc phía WEB (JavaScript, Jquery, HTML, CSS)
Có thể làm việc tốt với một trong các hệ quản trị cơ sở dữ liệu thông dụng như: MySQL, SQL Server, Oracle
Có nền tảng cấu trúc dữ liệu và giải thuật tốt
Năng động, sáng tạo, có khả năng tự nghiên cứu
Ưu tiên:
Có kinh nghiệm làm việc trong hệ thống quản lý lớn
Có kinh nghiệm làm việc với khách hàng Nhật
Có kiến thức tốt về quy trình phát triển phần mềm
Có khả năng sử dụng Docker
Có khả năng viết Unit Test
Có kinh nghiệm xử lý hệ thống có dữ liệu lớn, tối ưu performance là một lợi thế
Có hiểu biết về CI/CD
Quyền lợi
Mức lương khởi điểm hấp dẫn, cạnh tranh, tương xứng với năng lực và kinh nghiệm làm việc;
Thu nhập: 13 tháng lương/năm + thưởng dự án, thưởng Tết và các dịp lễ...;
Xét tăng lương 2 lần/năm theo năng lực và hiệu quả công việc;
Lương làm thêm giờ theo luật lao động, hỗ trợ đồ ăn OT theo quy định công ty;
Làm việc từ thứ 2 - thứ 6 (8h30 - 17h30);
Được tham gia BHXH, BHYT, BHTN theo quy định của pháp luật hiện hành;
Bảo hiểm chăm sóc sức khỏe 24/24;
Khám sức khỏe định kỳ 1 năm/1 lần;
Nghỉ ốm hưởng nguyên lương tối đa 30 ngày/ năm;
Nghỉ sau sinh cho nhân viên nữ có con dưới 1 tuổi: 1h/ngày;
Nghỉ sinh lý phụ nữ theo luật lao động hiện hành.
Miễn phí đồ uống tại khu ăn uống của công ty;
Trợ cấp tiếng Nhật và các chứng chỉ IT liên quan (từ 1.000.000 VNĐ - 2.500.000 VNĐ/tháng);
Phụ cấp thâm niên; phụ cấp chức vụ;
Được tham gia các câu lạc bộ của công ty: CLB Bóng đá, CLB Game, CLB Beauty, CLB Dance...
Được tham gia các hoạt động tập thể sôi động của công ty: nghỉ mát hàng năm, teambuilding hàng quý, gala cuối năm...
Tham gia các khóa học nâng cao trình độ chuyên môn qua Portal đào tạo nội bộ hoặc các khóa học trực tiếp với các giảng viên uy tín.
Cơ hội onsite tại Nhật Bản trong 3 tháng, được khách hàng trực tiếp đào tạo nghiệp vụ
Làm việc trong môi trường chuyên nghiệp, được hỗ trợ phát huy khả năng, phát triển công việc tối đa.
Địa điểm làm việc
- Hà Nội: Tầng 4 CT1, Tòa C14 Bắc Hà, Đường Tố Hữu, Phường Trung Văn, Nam Từ Liêm
Thời gian làm việc
Thứ 2 - Thứ 6 (từ 08:00 đến 17:00)
Cách thức ứng tuyển
Ứng viên nộp hồ sơ trực tuyến bằng cách bấm Ứng tuyển ngay dưới đây."
Senior Cobol Developer,"Mô tả công việc
Tham gia vào phát triển các dự án với vai trò developer từ giai đoạn Basic Design, Detail Design, Development, Release.
Tham gia các dự án sử dụng ngôn ngữ lập trình COBOL và các công nghệ liên quan cho các khách hàng đến từ Nhật Bản.
Phân tích thiết kế và lập trình chức năng của các hệ thống nghiệp vụ hoặc web app.
Làm các công việc khác theo sự phân công của quản lý( Research new Technologies, Support team...)
Yêu cầu ứng viên
Tốt nghiệp đại học chuyên ngành IT
Có kinh nghiệm ngôn ngữ COBOL ít nhất 3 năm kinh nghiệm dự án thực tế trở lên.
Nắm vững các công việc phía WEB (JavaScript, Jquery, HTML, CSS)
Có thể làm việc tốt với một trong các hệ quản trị cơ sở dữ liệu thông dụng như: MySQL, SQL Server, Oracle
Có nền tảng cấu trúc dữ liệu và giải thuật tốt
Năng động, sáng tạo, có khả năng tự nghiên cứu
Ưu tiên:
Có kinh nghiệm làm việc trong hệ thống quản lý lớn
Có kinh nghiệm làm việc với khách hàng Nhật
Có kiến thức tốt về quy trình phát triển phần mềm
Có khả năng sử dụng Docker
Có khả năng viết Unit Test
Có kinh nghiệm xử lý hệ thống có dữ liệu lớn, tối ưu performance là một lợi thế
Có hiểu biết về CI/CD
Quyền lợi
Mức lương khởi điểm hấp dẫn, cạnh tranh, tương xứng với năng lực và kinh nghiệm làm việc;
Thu nhập: 13 tháng lương/năm + thưởng dự án, thưởng Tết và các dịp lễ...;
Xét tăng lương 2 lần/năm theo năng lực và hiệu quả công việc;
Lương làm thêm giờ theo luật lao động, hỗ trợ đồ ăn OT theo quy định công ty;
Làm việc từ thứ 2 - thứ 6 (8h30 - 17h30);
Được tham gia BHXH, BHYT, BHTN theo quy định của pháp luật hiện hành;
Bảo hiểm chăm sóc sức khỏe 24/24;
Khám sức khỏe định kỳ 1 năm/1 lần;
Nghỉ ốm hưởng nguyên lương tối đa 30 ngày/ năm;
Nghỉ sau sinh cho nhân viên nữ có con dưới 1 tuổi: 1h/ngày;
Nghỉ sinh lý phụ nữ theo luật lao động hiện hành.
Miễn phí đồ uống tại khu ăn uống của công ty;
Trợ cấp tiếng Nhật và các chứng chỉ IT liên quan (từ 1.000.000 VNĐ - 2.500.000 VNĐ/tháng);
Phụ cấp thâm niên; phụ cấp chức vụ;
Được tham gia các câu lạc bộ của công ty: CLB Bóng đá, CLB Game, CLB Beauty, CLB Dance...
Được tham gia các hoạt động tập thể sôi động của công ty: nghỉ mát hàng năm, teambuilding hàng quý, gala cuối năm...
Tham gia các khóa học nâng cao trình độ chuyên môn qua Portal đào tạo nội bộ hoặc các khóa học trực tiếp với các giảng viên uy tín.
Cơ hội onsite tại Nhật Bản trong 3 tháng, được khách hàng trực tiếp đào tạo nghiệp vụ
Làm việc trong môi trường chuyên nghiệp, được hỗ trợ phát huy khả năng, phát triển công việc tối đa.
Địa điểm làm việc
- Hà Nội: Tầng 4 CT1, Tòa C14 Bắc Hà, Đường Tố Hữu, Phường Trung Văn, Nam Từ Liêm
Thời gian làm việc
Thứ 2 - Thứ 6 (từ 08:00 đến 17:00)
Cách thức ứng tuyển
Ứng viên nộp hồ sơ trực tuyến bằng cách bấm Ứng tuyển ngay dưới đây."
IT Project Manager,"Mô tả công việc
Quản lý các dự án CNTT được giao, lập kế hoạch chi tiết và thực hiện triển khai các dự án được giao. Ước tính và phân bổ nguồn lực cần thiết cho dự án;
Đảm bảo rằng các dự án và chương trình đang được tiến hành theo phạm vi, tiến độ, ngân sách và tiêu chuẩn chất lượng;
Báo cáo về kết quả tiêu chí thành công của dự án, số liệu, hoạt động quản lý thử nghiệm và triển khai;
Đề xuất các chiến lược, chính sách và thủ tục bằng cách đánh giá kết quả; xác định vấn đề; đánh giá xu hướng của dự án/chương trình được giao;
Hỗ trợ rà soát, phân tích các dự án đã hoàn thành, bao gồm cả việc điều phối đánh giá sau thực hiện;
Thực hiện các trách nhiệm và nhiệm vụ khác theo chỉ đạo của Giám đốc trực tiếp để đáp ứng các mục tiêu của bộ phận.
Yêu cầu ứng viên
Tốt nghiệp Đại học/Cao đẳng ngành Công nghệ thông tin/ Khoa học Máy tính hoặc chuyên ngành tương đương;
Từ 03 năm kinh nghiệm quản lý dự án công nghệ thông tin;
Hiểu và tích hợp các công cụ, các quy trình quản lý dự án phù hợp;
Khả năng tổ chức, quản lý tốt với các thành viên dự án;
Kỹ năng giao tiếp và đàm phán tốt;
Có kinh nghiệm quản lý dự án trong lĩnh vực Tài chính ngân hàng là một lợi thế.
Quyền lợi
Mức lương: Upto 25 triệu
Thời gian làm việc: T2 – T6;
13 ngày nghỉ phép linh hoạt (bao gồm 01 ngày nghỉ sinh nhật);
Thưởng lễ, tết, cuối năm;
Tham gia đầy đủ bảo hiểm theo quy định của nhà nước;
Môi trường làm việc với những người trẻ đầy nhiệt huyết, sáng tạo và giàu kinh nghiệm;
Địa điểm làm việc
- Hà Nội: 23 ngõ 371 Đê La Thành, phường Ô Chợ Dừa, quận Đống Đa, Hà Nội, Đống Đa
Thời gian làm việc
Thứ 2 - Thứ 6 (từ 09:00 đến 18:30)
Cách thức ứng tuyển
Ứng viên nộp hồ sơ trực tuyến bằng cách bấm Ứng tuyển ngay dưới đây."
Nhân Viên Sale Phát Triển Thị Trường,"Mô tả công việc
Phát triển và mở rộng thị trường mới cho sản phẩm hoa tươi, hoa sen đá của công ty.
Giao tiếp và thiết lập mối quan hệ với khách hàng tiềm năng.
Xử lý các tình huống phát sinh trong quá trình kinh doanh.
Thực hiện các kế hoạch kinh doanh và chiến lược marketing.
Nghiên cứu thị trường để xác định cơ hội và xu hướng.
Cung cấp báo cáo định kỳ về hoạt động kinh doanh cho quản lý.
Hỗ trợ bộ phận bán hàng trong quy trình bán hàng.
Yêu cầu ứng viên
Tối thiểu 1 năm kinh nghiệm trong lĩnh vực kinh doanh hoặc phát triển thị trường, ưu tiên sản phẩm hoa và sản phẩm tương tự.
Kỹ năng giao tiếp xuất sắc và khả năng thuyết phục.
Kỹ năng xử lý tình huống và giải quyết vấn đề.
Am hiểu về ngành sản xuất răng sứ là một lợi thế.
Khả năng làm việc độc lập cũng như teamwork.
Sử dụng tốt các công cụ văn phòng (Microsoft Office).
Tinh thần cầu tiến và khả năng học hỏi nhanh.
Quyền lợi
Mức lương: Thỏa thuận
Phụ cấp Cơm Trưa
Môi trường làm việc năng động
Tham gia bảo hiểm và các chế độ phúc lợi đầy đủ theo quy định công ty
Được cung cấp trang thiết bị làm việc
Cơ hội phát triển nghề nghiệp và có lộ trình thăng tiến rõ ràng
Địa điểm làm việc
- Hồ Chí Minh: 118/33A Huỳnh Thiện Lộc, P. Hòa Thạnh, Q. Tân Phú, Tân Phú
Thời gian làm việc
Thứ 2 - Thứ 7 (từ 08:00 đến 17:00)
Cách thức ứng tuyển
Ứng viên nộp hồ sơ trực tuyến bằng cách bấm Ứng tuyển ngay dưới đây."
Brand Marketing,"Mô tả công việc
Nghiên cứu, đánh giá chiến lược và định vị thương hiệu hiện tại của thương hiệu sản phẩm tại thị trường Việt Nam.
Đánh giá đối thủ cạnh tranh, nhận biết các cơ hội và xu hướng.
Lập kế hoạch Brand Marketing cho thương hiệu, phù hợp với chiến lược chung của công ty, bao gồm nhưng không giới hạn trong các hoạt động truyền thông thương hiệu, ra mắt sản phẩm, tài trợ, gia tăng trải nghiệm khách hàng và hỗ trợ thương mại.
Điều phối và kiểm soát việc thực hiện triển khai các hoạt động Marketing đã được phê duyệt, có sự điều chỉnh cho phù hợp với điều kiện từng thời kỳ và thời điểm.
Theo dõi sát sao và lập báo cáo về ngân sách cho chiến lược thương hiệu trong các giai đoạn ngắn hạn như tháng, quý hoặc năm
Phối hợp chặt chẽ cùng các bộ phận liên quan để triển khai theo kế hoạch.
Phối hợp với các phòng ban để xử lý các vấn đề liên quan đến khủng hoảng thương hiệu khi có phát sinh.
Báo cáo kết quả Marketing theo tháng/ theo quý/ chiến dịch.
Đề xuất giải pháp cải tiến, tối ưu hiệu quả của hoạt động Marketing.
Xây dựng chỉ tiêu, giám sát và đánh giá hiệu quả thực hiện hoạt động phát triển thương hiệu.
Thực hiện các công việc khác theo yêu cầu của Ban giám đốc.
Yêu cầu ứng viên
Trình độ học vấn: tốt nghiệp trình độ Cao Đẳng trở lên chuyên ngành Marketing, Truyền thông hoặc các chuyên ngành có liên quan
Kiến thức chuyên môn về quản trị và phát triển thương hiệu.
Có kinh nghiệm định hướng ý tưởng truyền thông, mô hình truyền thông, kế hoạch nội dung.
Có khả năng nhận định và ứng phó rủi ro.
Am hiểu về các nền tảng số và hoạt động quảng cáo, marketing trên nền tảng số.
Có kinh nghiệm thực thi các chiến dịch truyền thông thương hiệu: Ra mắt thương hiệu mới, sản phẩm mới, Khai trương đại lý mới, Truyền thông thương hiệu duy trì.
Có kỹ năng phân tích số liệu và xây dựng kế hoạch.
Kinh nghiệm: 3 năm trở lên ở vị trí tương đương trong việc xây dựng và phát triển thương hiệu, brand building, brand development.
Kỹ năng mềm
Tư duy phân tích và giải quyết vấn đề, nhanh nhạy trong ứng phó, xử lý tình huống và sẵn sàng đón nhận sự thay đổi.
Có khả năng sáng tạo và luôn cải tiến trong công việc cao.
Có khả năng tổ chức triển khai công việc, và đưa ra quyết định tốt.
Có khả năng phát triển và đào tạo nhân viên cấp dưới.
Có kỹ năng thuyết trình, đàm phán, giao tiếp tốt.
Tôn trọng đồng nghiệp và cấp trên.
Có tư duy đúng đắn, khiêm tốn và sẵn sàng học hỏi.
Thích ứng nhay nhạy với môi trường mới do đặc thù công việc thường xuyên di chuyển và khảo sát thị trường.
Kỹ năng khác:
Có tầm nhìn chiến lược.
Nhạy bén với các cơ hội và tiềm năng phát triển.
Có năng lực tư vấn BGĐ trong định hướng & hoạch định chiến lược phát triển.
Quyền lợi
Tổng thu nhập: 10.000.000 -13.000.000
Phụ cấp ăn trưa.
Được hưởng các chế độ phúc lợi khác như phép năm, lương tháng 13, đóng BHXH,...
Tham gia sự kiện của công ty: sinh nhật, teambuilding, du lịch năm,...
Được cung cấp trang thiết bị đầy đủ khi làm việc.
Môi trường làm việc thân thiện và năng động.
Địa điểm làm việc
- Hồ Chí Minh: Gò Vấp
Thời gian làm việc
Thứ 2 - Thứ 7 (từ 08:00 đến 17:30)
Cách thức ứng tuyển
Ứng viên nộp hồ sơ trực tuyến bằng cách bấm Ứng tuyển ngay dưới đây."
Nhân Viên Designer,"Mô tả công việc
Vẽ lại Art trên trên Idea có sẵn hoặc tự sáng tạo.
Phối hợp với bộ phận Idea để tạo ra các mẫu Design Art.
Kết hợp cùng các bộ phận khác của công ty.
Yêu cầu ứng viên
<25 tuổi, làm việc full time
Sử dụng thành thạo phần mềm Procreate trên Ipad.
Vẫn nhận sinh viên năm cuối hoặc mới ra trường (ưu tiên các bạn học trường ĐH Mỹ thuật công nghiệp).
Có khả năng cảm nhận về thẩm mỹ tốt (ưu tiên vẽ tay và chuyên ngành trang sức).
Có tư duy tốt, nhanh nhẹn nắm bắt trend, có tinh thần học hỏi.
Có khả năng làm việc nhóm tốt, có tinh thần trách nhiệm.
Quyền lợi
Lương cứng: 10tr
Thử việc tối đa 2 tháng, nhận 80% lương cứng.
Tháng lương thứ 13, BHXH, nghỉ lễ theo quy định Nhà nước.
Môi trường trẻ, năng động, minh bạch, chân thành, hợp tác cùng có lợi.
Hỗ trợ đào tạo nâng cao năng lực.
Du lịch hàng năm.
Địa điểm làm việc
- Hà Nội: CT2 Chung Cư Ban Cơ Yếu 43 Đ. Lê Văn Lương, Nhân Chính, Thanh Xuân, Hà Nội, Thanh Xuân
Thời gian làm việc
Thứ 2 - Thứ 7 (từ 07:30 đến 16:30)
Thời gian làm việc: 7:30 - 16:30, từ Thứ 2 đến Thứ 6 làm 2 thứ 7, nghỉ trưa 1 tiếng từ 12:00 - 13:00.
Cách thức ứng tuyển
Ứng viên nộp hồ sơ trực tuyến bằng cách bấm Ứng tuyển ngay dưới đây."
Scrum Master,"Mô tả công việc
Huấn luyện đội nhóm áp dụng thành thục và nhuần nhuyễn triết lý Agile và các Agile Framework qua đó giúp hoàn thành các mục tiêu của Công ty
Tham gia vào quá trình Business Agility: tổ chức các Workshop, xây dựng các khóa đào tạo về Agile...
Giúp Scrum team members hiểu rõ, tôn trọng và thực hành các giá trị Scrum: Tôn trọng, Cởi mở, Can đảm, Tập trung, Cam kết
Đánh giá sự trưởng thành của đội ngũ: Cycle time, lead time, Velocity, thực hành sự kiện của Agile, Scrum
Đo lường năng suất/Velocity các team khi áp dụng Agile
Kết nối giữa các team liên quan để điều phối/giải quyết vấn đề, tạo điều kiện để team hoàn thành Sprint
Tổ chức và theo dõi Program Increment Planning cho các team
Yêu cầu ứng viên
Có kinh nghiệm triển khai áp dụng Scrum tối thiểu 5 năm
Có chứng chỉ Scrum Master (PSM, CSM)
Thái độ: sự nhiệt tình, cẩn trọng và trách nhiệm với công việc
Giao tiếp: trình bày và thuyết phục tốt dựa trên bằng chứng
Sử dụng thành thạo Jira, Confluence
Có kinh nghiệm về các kỹ thuật estimate theo Story Point, theo giờ
Các chỉ số của Agile team: Velocity, Effort hours, burndown chart
Kỹ năng của 1 Scrum Master: Facilitate, training, coaching, remove impediment...
Kỹ thuật build team, xây dựng working agreement, DoD....
Lập kế hoạch, quản trị rủi ro, giải quyết vấn đề
Quyền lợi
Trợ cấp ăn trưa bằng coupon (giá trị 40k/ngày) qua ví điện tử của công ty tại canteen Funtime, Vé gửi xe free
Thưởng Wow Award, Supper Funner hàng tháng/quý (giải thưởng cho cá nhân/team xuất sắc)
Thưởng cuối năm, thưởng quý (theo tình hình kinh doanh của công ty và kết quả công việc)
Chế độ khác: BHXH, BHYT, BHTN theo luật lao động. Bảo hiểm sức khỏe (cấp Lead trở lên, hỗ trợ mua kèm người nhà)
Du lịch khám phá các vùng đất mới, Teambuilding gắn kết đội ngũ 2 lần/năm cùng toàn thể CBNV công ty
Khám sức khỏe định kỳ, Đào tạo và các chương trình văn hóa nội bộ v.v... do công ty tổ chức
Nghỉ phép 12 ngày/năm
Thời gian làm việc: Thứ 2 - thứ 6 (9h - 18h00)
Ngoài ra công ty còn có các CLB chăm lo sức khỏe thể chất tinh thần cho CBNV: Yoga, bóng đá, thư viện đọc sách...
Địa điểm làm việc
- Hà Nội: Tây Hà Tower, 19 Tố Hữu, Nam Từ Liêm
Thời gian làm việc
Thứ 2 - Thứ 6 (từ 08:00 đến 17:00)
Cách thức ứng tuyển
Ứng viên nộp hồ sơ trực tuyến bằng cách bấm Ứng tuyển ngay dưới đây."
Nhân Viên Thiết Kế,"Mô tả công việc
1. Thiết kế hình ảnh website, landing page, facebook, báo điện tử, trang tin, blog...
2. Thiết kế ấn phẩm, hình ảnh quảng cáo cho các chiến dịch online, offline marketing và các hoạt động truyền thông nội bộ của công ty.
3. Xây dựng, phát triển concept thiết kế bám theo định hướng marketing của công ty.
4. Tham gia quay dựng, chỉnh sửa video clip của công ty.
5. Đảm bảo chất lượng thẩm mỹ, tuân thủ quy chuẩn nhận diện thương hiệu của các tài liệu marketing truyền thông của công ty.
6. Làm việc cùng các đơn vị liên quan trong việc in ấn, sản xuất các ấn phẩm, tư liệu truyền thông.
7. Các công việc khác theo chỉ đạo của cấp trên
Yêu cầu ứng viên
1. Sáng tạo, năng động, nhiệt tình
2. Tốt nghiệp hoặc đang học ngành học phù hợp.
3. Sử dụng thành thạo các phần mềm đồ họa như: Illustrator, Photoshop, InDesign, Premier, After Effect, tool AI canva ...
4. Có ý tưởng sáng tạo, khả năng thẩm mỹ tốt, am hiểu về bố cục, màu sắc trong thiết kế.
5. Phối hợp làm việc nhóm
6. Ham học hỏi, nhiệt tình, năng động, có trách nhiệm
Lưu ý: ứng viên gửi kèm Portfolio các job đã từng thiết kế khi ứng tuyển
Quyền lợi
1. Lương: 9.000.0000đ - 15.000.000đ
2. Thưởng lương tháng 13 , Lễ Tết, Teambuilding, Nghỉ mát...
3. Làm việc trong môi trường năng động.
4. Cung cấp trang thiết bị để phục vụ công việc.
5. Được hưởng các chính sách phúc lợi theo quy định công ty.
6. Được đào tạo, nâng cao nghiệp vụ thường xuyên.
7. Đóng BHXH-BHYT-BNTN Đầy đủ.
Địa điểm làm việc
- Hà Nội: Mandarin Garden 2, 99 Tân Mai, Hoàng Mai, Hà Nội, Hoàng Mai
Thời gian làm việc
Thứ 2 - Thứ 6 (từ 08:00 đến 17:00)
Cách thức ứng tuyển
Ứng viên nộp hồ sơ trực tuyến bằng cách bấm Ứng tuyển ngay dưới đây."
Nhân Viên Quay Dựng,"Mô tả công việc
1. Setup bối cảnh quay.
2. Follow theo kịch bản quay và kịch bản chi tiết của content để xây dựng video.
3. Kết hợp với team lên ý tưởng sáng tạo video sản phẩm để đăng tải lên các trang mạng xã hội: Facebook, Tik Tok, Youtube...
4. Thực hiện quay, dựng video sản phẩm, review sản phẩm phục vụ các hoạt động truyền thông, sự kiện trên Facebook, Youtube, Tiktok...
5. Cùng team marketing xây dựng các concept chụp hình và quay sản phẩm.
6. Hỗ trợ các hoạt động marketing tại các đại lý, sự kiện khi cần.
7. Dựng video theo yêu cầu kịch bản đã được phê duyệt.
8. Thực hiện các công việc khác được phân công từ cấp quản lý.
Yêu cầu ứng viên
1. Sử dụng thành thạo phần mềm Adobe Premiere
2. Sử dụng được Photoshop hoặc Adobe Illustrator
3. Có trách nhiệm trong công việc, kinh nghiệm quay dựng
4. Sử dụng thành thạo các Tool AI hỗ trợ công việc quay dựng
5. Năng động, nhiệt tình, chủ động trong công việc.
6. Tác phong nhanh nhẹn, làm việc nghiêm túc chuyên nghiệp có thể làm việc ngoài giờ.
Quyền lợi
1. Lương: Thỏa thuận
2. Thưởng lương tháng 13, Lễ Tết, Teambuilding, Nghỉ mát...
3. Làm việc trong môi trường năng động, vui vẻ
4. Cung cấp trang thiết bị để phục vụ công việc.
5. Được hưởng các chính sách phúc lợi theo quy định công ty.
6. Được đào tạo, nâng cao nghiệp vụ thường xuyên.
7. Đóng BHXH-BHYT-BNTN Đầy đủ.
Địa điểm làm việc
- Hà Nội: Mandarin Garden 2, 99 Tân Mai, Hoàng Mai, Hà Nội, Hoàng Mai
Thời gian làm việc
Thứ 2 - Thứ 6 (từ 08:00 đến 17:00)
Làm việc Sáng Thứ 7 Cách Tuần
Cách thức ứng tuyển
Ứng viên nộp hồ sơ trực tuyến bằng cách bấm Ứng tuyển ngay dưới đây."
